ID,Name,City,State
1728,Saint Francis de Sales Catholic Church,Purcellville,VA
1731,Our Lady of the Alleghenies Roman Catholic Parish,Lilly,PA
1732,St. Mary Parish,Vermilion,OH
1733,The Church of the Resurrection,Solon,OH
1734,St. Eugene Catholic Church,Cuyahoga Falls,OH
1736,St. Anselm,Chesterland,OH
1737,St. Raphael Catholic Church,Lehigh Acres,FL
1738,St. James Mission Parish,Emporium,PA
1740,St. Michael Parish,Wheeling,WV
1741,Divine Grace Parish,Cranberry Township,PA
1742,St. Michael the Archangel Parish,Findlay,OH
1743,The Church of St. Anne,Rostraver Township,PA
1746,St. Luke,Lakewood,OH
1748,Queen of Apostles Church,Alexandria,VA
1749,Our Lady of Hope,Patomac Falls,VA
1751,St. John University Parish,Morgantown,WV
1753,St. Joseph Church,Hamilton,OH
1756,St. Mary's Catholic Church,Johnson City,TN
1757,C-1 Family of Parishes,Cincinnati,OH
1760,St. Anthony Parish,Canton,OH
1761,Our Lady of Perpetual Help Parish,Glenshaw,PA
1762,Blessed Sacrament Cathedral,Greensburg,PA
1766,St. Clare of Assisi Parish,Chicora,PA
1767,NE Parishes ,Cincinnati,OH
1769,The Roman Catholic Churches of Uniontown,Uniontown,PA
1770,St. Gabriel,Chesterfield,VA
1771,St. Cecilia Church,Independence,KY
1772,Saint Rita Parish,Solon,OH
1773,St. Charles Borromeo Parish,Boardman,OH
1774,Immaculate Conception Catholic Church,Fairmont,WV
1775,Holy Sepulcher and Saint Kilian Parishes,Butler,PA
1776,St. Mark Catholic Church,Cleveland,OH
1777,The Roman Catholic Parish of St. James the Greater Church & The Chapel of Saint Peter,Charles Town,WV
1779,St. Louis Catholic Church,Memphis,TN
1781,St. Joseph Catholic Church,Marblehead,OH
1782,Our Lady Help of Christians,Cheektowaga,NY
1783,Mother of Sorrows Church,Murrysville,PA
1786,St. Teresa of Avila,Sheffield Village,OH
1788,St. John Vianney,Mundys Corner,PA
1791,St. Mary Parish,Oak Ridge,TN
1792,SS. Cyril & Methodius,Fairchance,PA
1793,St. Henry,Dayton,OH
1794,St. Vincent de Paul Catholic Parish,Akron,OH
1795,Saint Joseph Calasanctius Catholic Church,Jefferson,OH
1796,Notre Dame Church,Greeneville,TN
1797,Saint Paul Parish,Greensburg,PA
1798,St. Patrick,Providence,OH
1799,St. Paul of the Cross,Pittsburgh,PA
1800,Our Lady of Angels Catholic Church,Woodbridge,VA
1809,Churches of St. Peter & St. Cecilia,Brownsville,PA
1812,Our Lady of Grace,Hinckley,OH
1814,St. Raphael Parish,Bay Village,OH
1815,St Gabriel Tri County,Glendade,OH
4000,St. Theresa Catholic Church,Ashburn,VA
4001,St. Jude Church,Fredericksburg,VA
4002,Saint John the Baptist Roman Catholic Church,Front Royal,VA
4003,St. Thomas Aquinas,Charlotte,NC
4004,Saint Vincent de Paul Catholic Church,Cleveland,Ohio
4005,Holy Cross Church,Covington,KY
4007,St. Gertrude and Christ the King,Vandergrift,PA
4008,St. Anthony Catholic Church,Southern Pines,NC
4009,St Mark Catholic Church,Wilmington,NC
4010,Saint Egbert Catholic Church and School,Morehead City,NV
4011,The Basilica of St. Mary,Wilmington,NV
4012,St. Mildred,Swansboro,NC
4013,Our Lady of Lourdes,Raleigh,NC
4014,St. Anthony Church,Follansbee,WV
4015,St. Ann's,Charlotte,NC
4016,Nuestra Señora de Guadalupe,Charlotte,NC
4017,St. Michael Catholic Church & School,Gastonia,NC
4018,Our Lady of Victory Catholic Church,State College,PA
4019,Holy Name Church,Ebensburg,PA
4020,Saint Marys Parish,Nanty Glo,PA
